LOMAKE;K1A1;K1A2;K1A2L;K1A3;K1A3L;K1A4;K1A5;K1A6;K1A8L;K1B;K2A1;K2A2;K2A3;K2A4;K2A5;K2A6;K2A8;K2A9;K3A1;K3A2;K3A3;K3A4;K3A5;K3A6;K3A7;K3A8;K3A9;K3A10;K3A11;K3A12;K3A13;K3A14;K3A15;K4A1L;K4A2L;K4A3L;K4A4L;K3B;T1;T1L;T2;T20L;T21A;T21B;T21C;T21D;T3A;T3B;T3C;T3D;T4A;T4A1;T4A2;T4B1;T4B2;T4C;T4D;T4E;T4F;T4G;T5A;T5B;T5C;T5D;T5E;T5S;T5U;T6;T7;T8;T9A;T9B;T9C;T9D;T9E;T9F;T9G;T9H;T10;T11;T12;T13;T14;T15;JUNA_ASEMA;LAHTOLAITURI;LINJA;LIIKENNEMUOTO;ALUE;SUUNTA;VAUNUTYYPPI;VAUNUNRO;ALUS;TASTE;SAA;PAIVAMAARA;KAUSI;JOKERI;TUTKIJA;KIELI;KOHDE;LIIKENNOITSIJA;PAINO
440035;3;;;3;;4;2;4;;3;5;3;4;3;5;3;;;;;;;;;;;5;4;1;1;;;;;;;;3;2;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1964;2;;1;;;;;;;92;;;3;3;2;;;324;2;2010;2;;833;;1;1;24.6.2014 9:14;2;;5501;1;SEU125;NOF;12.9461422380057
440036;3;4;;4;;3;4;4;;3;4;2;4;;4;4;;;;;;;;;;;4;4;;;;;;;;;;4;2;;1;;;;;;1;;;;;;;;;;;;;;;;1;;;;;1;1989;2;1;;;;;;;;49;;;1;1;2;;;213;2;2010;1;;651;;1;1;24.6.2014 10:40;2;;5501;1;SEU169;NOF;11.2847154272191
440037;5;5;;5;;5;5;5;;5;5;4;5;5;5;5;;;;;;;;;;;5;5;5;5;;;;;;;;5;3;;2;;;;;;;;1;;;;;;;;;;;;1;;;;;;;1;1957;2;1;;;;;1;;;49;;;1;1;2;;;213;2;2010;1;;651;;1;1;24.6.2014 10:40;2;;5501;1;SEU169;NOF;11.2847154272191
440038;4;4;;4;;4;3;4;;4;5;4;3;4;4;4;;;;;;;;;;;4;3;3;4;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1995;2;;;;1;;;;;49;;;3;3;2;;;231;2;2010;2;;810;;2;2;25.6.2014 7:12;2;;5501;1;SEU124;NOF;26.1781886894344
440039;4;4;;4;;3;3;3;;4;4;3;3;3;3;4;;;;;;;;;;;3;3;5;5;;;;;;;;4;2;;2;;;;;;;;;1;;;;;;;;;;;;;;;1;;;1;1995;2;;;;;;;1;;49;;;1;1;2;;;213;2;2010;1;;651;;1;1;24.6.2014 10:40;2;;5501;1;SEU169;NOF;11.2847154272191
440040;4;;;4;;4;4;4;;4;5;5;5;4;5;5;;;;;;;;;;;3;3;4;4;;;;;;;;4;2;;1;;;;;;;1;;;;;;;;;;;;;1;;;;;;;1;1991;2;;;;1;;;;;91;;;1;1;2;;;324;2;2010;2;;833;;1;1;24.6.2014 9:14;2;;5501;1;SEU125;NOF;12.9461422380057
440041;4;;;4;;4;5;5;;4;5;5;5;4;5;4;;;;;;;;;;;4;3;4;4;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1956;2;;1;;;;;;;91;;;1;1;2;;;324;2;2010;2;;833;;1;1;24.6.2014 9:14;2;;5501;1;SEU125;NOF;12.9461422380057
440042;4;;;4;;5;4;4;;5;5;5;3;5;5;4;;;;;;;;;;;5;5;5;5;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1978;1;;;1;;;;;;49;;;3;3;2;;;324;2;2010;2;;833;;1;1;24.6.2014 9:14;2;;5501;1;SEU125;NOF;12.9461422380057
440043;2;1;;3;;4;4;4;;4;4;5;3;;5;3;;;;;;;;;;;4;4;;;;;;;;;;2;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1956;2;;1;;;;;;;49;;;3;4;2;;;324;2;2010;2;;833;;1;1;24.6.2014 9:14;2;;5501;1;SEU125;NOF;12.9461422380057
440044;4;5;;4;;5;5;5;;5;4;5;5;5;5;5;;;;;;;;;;;4;4;1;1;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1987;2;1;;;;;;;;92;;;1;2;2;;;362;2;2010;2;;732;;3;1;24.6.2014 8:23;2;;5501;1;SEU152;HELB;14.7656170689444
440045;4;;;3;;4;4;4;;4;5;4;3;3;5;4;;;;;;;;;;;4;4;;;;;;;;;;3;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1981;2;1;;;;;;;;49;;;3;3;2;;;324;2;2010;2;;833;;1;1;24.6.2014 9:14;2;;5501;1;SEU125;NOF;12.9461422380057
440046;4;5;;4;;4;4;;;4;5;4;3;5;5;5;;;;;;;;;;;4;4;2;2;;;;;;;;4;4;;2;;;;;;1;;;;;;;;;;;;;;;1;;;;;;1;1991;2;;;;1;;;;;91;;;1;1;2;;;361;2;2010;1;;945;;1;1;24.6.2014 8:34;2;;5501;1;SEU152;HELB;4.72672708485653
440047;5;2;;4;;4;4;4;;4;5;5;3;4;4;4;;;;;;;;;;;4;3;2;3;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1959;2;1;;;;;;;;91;;;1;2;2;;;361;2;2010;1;;933;;1;1;24.6.2014 7:54;2;;5501;1;SEU152;HELB;4.72672708485653
440048;4;;;4;;4;4;4;;4;5;4;4;4;4;4;;;;;;;;;;;4;4;1;1;;;;;;;;4;2;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1973;2;;1;;;;;;;91;;;1;1;2;;;361;2;2010;1;;933;;1;1;24.6.2014 7:54;2;;5501;1;SEU152;HELB;4.72672708485653
440049;5;3;;4;;5;5;4;;5;5;5;5;5;5;5;;;;;;;;;;;5;5;1;3;;;;;;;;5;2;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1953;2;;1;;;;;;;91;;;1;1;2;;;361;2;2010;1;;933;;1;1;24.6.2014 7:54;2;;5501;1;SEU152;HELB;4.72672708485653
440050;4;3;;4;;4;5;4;;4;5;5;4;4;5;5;;;;;;;;;;;5;5;;1;;;;;;;;5;3;;3;;;;;;;;1;;;;;;;;;;;;;1;;;;;;1;1942;2;;;;;;1;;;92;;;2;3;2;;;362;2;2010;2;;732;;3;1;24.6.2014 8:23;2;;5501;1;SEU152;HELB;14.7656170689444
440051;4;4;;4;;3;3;3;;5;5;5;5;4;4;4;;;;;;;;;;;3;3;3;3;;;;;;;;4;4;;1;;;;;;;;;1;;;;;;;;;;;1;;;;;;;1;1991;2;1;;;;;;;;92;;;2;2;2;;;361;2;2010;1;;933;;1;1;24.6.2014 7:54;2;;5501;1;SEU152;HELB;4.72672708485653
440052;5;;;4;;5;3;3;;4;5;5;4;;5;5;;;;;;;;;;;5;5;1;1;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1977;2;;1;;;;;;;91;;;2;1;2;;;361;2;2010;1;;933;;1;1;24.6.2014 7:54;2;;5501;1;SEU152;HELB;4.72672708485653
440053;4;;;4;;4;4;4;;4;3;5;4;5;5;4;;;;;;;;;;;5;5;1;1;;;;;;;;5;3;;3;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1987;2;1;;;;;;;;91;;;1;2;2;;;315;2;2010;2;;872;;2;1;24.6.2014 7:28;2;;5501;1;SEU125;NOF;27.8382498026528
440054;4;;;4;;5;5;5;;5;5;5;4;;5;3;;;;;;;;;;;5;5;1;1;;;;;;;;5;4;;1;;;;;;;;1;;;;;;;;;;;;;1;;;;;;1;1949;1;;;;;;1;;;92;;;4;3;2;;;362;2;2010;2;;732;;3;1;24.6.2014 8:23;2;;5501;1;SEU152;HELB;14.7656170689444
440055;4;3;;4;;4;4;4;;4;5;4;4;;5;4;;;;;;;;;;;4;3;1;2;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;;1;;;;;;2;1967;2;;;1;;;;;;92;;;1;2;2;;;362;2;2010;2;;732;;3;1;24.6.2014 8:23;2;;5501;1;SEU152;HELB;14.7656170689444
440056;4;3;;4;;4;5;5;;5;4;5;4;3;5;4;;;;;;;;;;;5;4;1;1;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;;1;;;;;;1;1988;2;;;;1;;;;;92;;;1;3;2;;;362;2;2010;2;;732;;3;1;24.6.2014 8:23;2;;5501;1;SEU152;HELB;14.7656170689444
440057;;4;;4;;5;5;5;;4;5;2;1;3;5;5;;;;;;;;;;;5;4;1;1;;;;;;;;4;3;;2;;;;;;1;;;;;;;;;;;;;;;;1;;;;;2;1968;2;;;1;;;;;;91;;;1;1;1;;;362;2;2010;2;;732;;3;1;24.6.2014 8:23;2;;5501;1;SEU152;HELB;14.7656170689444
440058;4;4;;5;;5;5;4;;4;5;5;5;;5;4;;;;;;;;;;;4;4;1;1;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1977;2;1;;;;;;;;91;;;1;2;2;;;361;2;2010;1;;945;;1;1;24.6.2014 8:34;2;;5501;1;SEU152;HELB;4.72672708485653
440059;4;4;;4;;5;5;5;;5;4;5;4;;5;5;;;;;;;;;;;5;4;1;4;;;;;;;;5;2;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1987;2;;1;;;;;;;91;;;1;1;2;;;315;2;2010;2;;872;;2;1;24.6.2014 7:28;2;;5501;1;SEU125;NOF;27.8382498026528
440060;5;4;;4;;5;5;5;;5;5;5;4;5;5;5;;;;;;;;;;;5;5;1;1;;;;;;;;5;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1978;;;1;;;;;;;92;;;1;1;2;;;315;2;2010;2;;872;;2;1;24.6.2014 7:28;2;;5501;1;SEU125;NOF;27.8382498026528
440061;4;;;4;;5;5;5;;4;5;5;4;3;5;2;;;;;;;;;;;4;3;1;1;;;;;;;;4;2;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1964;2;;1;;;;;;;49;;;1;2;2;;;315;2;2010;2;;872;;2;1;24.6.2014 7:28;2;;5501;1;SEU125;NOF;27.8382498026528
440062;5;4;;5;;5;4;4;;4;5;5;4;4;5;4;;;;;;;;;;;4;4;2;2;;;;;;;;3;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1962;1;;;1;;;;;;49;;;2;3;2;;;315;2;2010;2;;872;;2;1;24.6.2014 7:28;2;;5501;1;SEU125;NOF;27.8382498026528
440063;4;3;;4;;4;4;3;;4;5;4;5;4;5;3;;;;;;;;;;;5;4;4;3;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1980;1;;1;;;;;;;49;;;2;2;2;;;360;2;2010;2;;730;;2;1;24.6.2014 6:59;2;;5501;1;SEU152;HELB;9.65135166550348
440064;5;4;;4;;4;3;1;;3;4;4;5;5;5;3;;;;;;;;;;;5;3;3;4;;;;;;;;4;1;;1;;;;;;1;;;;;;;;;;;;;;;1;;;;;;2;1956;2;1;;;;;;;;49;;;2;3;2;;;315;2;2010;2;;872;;2;1;24.6.2014 7:28;2;;5501;1;SEU125;NOF;27.8382498026528
440065;4;4;;5;;5;5;5;;5;3;5;5;5;5;5;;;;;;;;;;;4;4;3;3;;;;;;;;5;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1959;2;;1;;;;;;;91;;;1;1;2;;;360;2;2010;2;;730;;2;1;24.6.2014 6:59;2;;5501;1;SEU152;HELB;9.65135166550348
440066;4;;;4;;5;5;5;;4;5;4;4;3;5;4;;;;;;;;;;;5;4;1;1;;;;;;;;5;4;;1;;;;;;1;;;;;;;;;;;;;;;1;;;;;;1;1985;2;1;;;1;;;;;91;;;1;2;2;;;360;2;2010;2;;730;;2;1;24.6.2014 6:59;2;;5501;1;SEU152;HELB;9.65135166550348
440067;4;;;3;;4;2;1;;3;5;2;2;;4;1;;;;;;;;;;;5;4;1;2;;;;;;;;2;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1961;1;;1;;;;;;;92;;;3;3;2;;;360;2;2010;2;;730;;2;1;24.6.2014 6:59;2;;5501;1;SEU152;HELB;9.65135166550348
440068;4;;;5;;5;4;4;;5;5;5;5;5;5;5;;;;;;;;;;;5;4;;;;;;;;;;4;1;;1;;;;;;;;1;;;;;;;;;;;;;1;;;;;;2;1992;2;;;;1;;;;;49;;;2;2;2;;;102T;2;2010;2;;946;;2;2;23.6.2014 12:51;2;;5501;1;SEU1;HELB;54.8835476000979
440069;4;5;;4;;4;5;4;;4;5;5;4;4;5;4;;;;;;;;;;;5;5;;;;;;;;;;4;1;;2;;;;;;;;1;;;;;;;;;;;;1;;;;;;;2;1990;2;;;;1;;;;;49;;;2;2;2;;;110;2;2010;1;;817;;2;2;23.6.2014 13:26;2;;5501;1;SEU121;PKL;24.5793344455895
440070;3;3;;3;;2;4;4;;;5;3;3;4;4;4;;;;;;;;;;;4;4;1;1;;;;;;;;3;2;;1;;;;;;;;;1;;;;;;;;;;;1;;;;;;;2;1985;2;1;;;;;;;;49;;;2;2;2;;;110;2;2010;1;;817;;2;2;23.6.2014 13:26;2;;5501;1;SEU121;PKL;24.5793344455895
440071;3;4;;4;;4;5;5;;5;5;5;5;4;5;5;;;;;;;;;;;4;4;1;4;;;;;;;;5;2;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1990;2;1;;;;;;;;91;;;1;1;2;;;110;2;2010;1;;817;;2;2;23.6.2014 13:26;2;;5501;1;SEU121;PKL;24.5793344455895
440072;5;;;5;;5;5;5;;4;5;4;4;4;5;5;;;;;;;;;;;5;4;2;2;;;;;;;;5;4;;2;;;;;;;;;1;;;;;;;;;;;;1;;;;;;2;1987;2;1;;;;;;;;1;;;2;2;2;;;110;2;2010;1;;817;;2;2;23.6.2014 13:26;2;;5501;1;SEU121;PKL;24.5793344455895
440073;4;;;4;;4;4;4;;4;5;4;4;4;4;4;;;;;;;;;;;4;3;1;1;;;;;;;;4;2;;2;;;;;;1;;;;;;;;;;;;;;;1;;;;;;2;1988;1;1;;;1;;;;;49;;;2;2;2;;;102T;2;2010;2;;946;;2;2;23.6.2014 12:51;2;;5501;1;SEU1;HELB;54.8835476000979
440074;3;4;;3;;5;5;3;;4;5;5;5;5;5;4;;;;;;;;;;;5;4;3;3;;;;;;;;4;2;;1;;;;;;1;;;;;;;;;;;;;;;1;;;;;;1;1954;1;;1;;;;;;;49;;;3;3;2;;;111;2;2010;2;;1203;;1;2;23.6.2014 11:45;2;;5501;1;SEU5;VEO;19.3804233040924
440075;4;5;;5;;5;5;4;;5;5;5;5;5;5;5;;;;;;;;;;;5;5;5;5;;;;;;;;4;1;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1954;2;1;;;;;;;;91;;;1;1;2;;;360;2;2010;2;;730;;2;1;24.6.2014 6:59;2;;5501;1;SEU152;HELB;9.65135166550348
440077;4;4;;4;;5;5;5;;5;5;5;5;5;5;5;;;;;;;;;;;5;5;1;1;;;;;;;;4;1;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1993;;1;;;;;;;;91;;;1;1;2;;;110;2;2010;1;;817;;2;2;23.6.2014 13:26;2;;5501;1;SEU121;PKL;24.5793344455895
440078;4;4;;4;;4;5;5;;5;5;5;4;4;4;4;;;;;;;;;;;5;5;2;2;;;;;;;;4;2;;2;;;;;;;1;;;;;;;;;;;;;1;;;;;;;2;1988;1;;;;1;;;;;49;;;1;1;2;;;110;2;2010;1;;817;;2;2;23.6.2014 13:26;2;;5501;1;SEU121;PKL;24.5793344455895
440079;4;4;;4;;3;4;4;;4;5;5;4;4;5;4;;;;;;;;;;;4;4;1;1;;;;;;;;4;1;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1991;2;1;;;;;;;;91;;;1;1;2;;;111;2;2010;1;;1203;;1;2;23.6.2014 11:12;2;;5501;1;SEU5;VEO;19.3804233040924
440080;4;;;4;;4;4;3;;4;5;4;4;4;4;2;;;;;;;;;;;4;4;1;1;;;;;;;;4;4;;1;;;;;;1;;;;;;;;;;;;;;;1;;;;;;2;1993;1;1;;;;;;;;92;;;1;1;2;;;360;2;2010;2;;730;;2;1;24.6.2014 6:59;2;;5501;1;SEU152;HELB;9.65135166550348
440081;4;;;4;;5;4;4;;5;5;5;4;4;5;5;;;;;;;;;;;5;5;1;1;;;;;;;;5;1;;2;;;;;;;1;;;;;;;;;;;;;1;;;;;;;2;1987;2;;;;1;;;;;91;;;1;2;2;;;102;2;2010;1;;946;;1;2;23.6.2014 12:23;2;;5501;1;SEU1;HELB;40.5378429714061
440082;3;4;;4;;5;4;4;;4;4;4;4;3;5;4;;;;;;;;;;;4;4;3;5;;;;;;;;4;4;;2;;;;;;1;;;;;;;;;;;;;;;;1;;;;;2;1980;2;;;;;;;;1;91;;;1;2;2;;;102;2;2010;1;;946;;1;2;23.6.2014 12:23;2;;5501;1;SEU1;HELB;40.5378429714061
440083;4;4;;4;;4;5;5;;4;5;5;5;4;4;4;;;;;;;;;;;5;3;1;1;;;;;;;;5;1;;2;;;;;;1;;;;;;;;;;;;;;;1;;;;;;1;1995;1;1;;;;;;;;;;;1;;2;;;315;2;2010;2;;850;;2;2;23.6.2014 9:12;2;;5501;1;SEU125;NOF;27.8382498026528
440084;5;5;;5;;4;3;5;;4;5;5;5;5;5;4;;;;;;;;;;;5;5;3;;;;;;;;;5;1;;2;;;;;;1;;;;;;;;;;;;;;;;1;;;;;2;1998;2;;;;;;;;;;;;;;1;;;111;2;2010;1;;1203;;1;2;23.6.2014 11:12;2;;5501;1;SEU5;VEO;19.3804233040924
440085;5;4;;5;;4;5;;;5;5;4;5;4;5;5;;;;;;;;;;;4;4;3;3;;;;;;;;5;2;;1;;;;;;;;1;;;;;;;;;;;;;1;;;;;;1;1950;1;;;;;;1;;;49;;;2;2;2;;;111;2;2010;2;;1203;;1;2;23.6.2014 11:45;2;;5501;1;SEU5;VEO;19.3804233040924
440086;4;4;;5;;4;5;5;;4;5;4;5;4;5;5;;;;;;;;;;;5;5;2;2;;;;;;;;4;2;;1;;;;;;;;1;;;;;;;;;;;;;1;;;;;;2;1944;2;;;;;;1;;;49;;;1;1;2;;;111;2;2010;2;;1203;;1;2;23.6.2014 11:45;2;;5501;1;SEU5;VEO;19.3804233040924
440087;4;4;;5;;3;4;4;;4;5;5;4;4;5;4;;;;;;;;;;;5;4;1;1;;;;;;;;4;2;;2;;;;;;;;;1;;;;;;;;;;;1;;;;;;;2;1985;2;;;;1;;;;;49;;;1;1;2;;;102T;2;2010;2;;946;;2;2;23.6.2014 12:51;2;;5501;1;SEU1;HELB;54.8835476000979
440088;3;1;;3;;5;2;3;;2;4;5;3;2;4;1;;;;;;;;;;;4;2;3;;;;;;;;;2;1;;2;;;;;;1;;;;;;;;;;;;;;;1;;;;;;1;1964;1;;;1;;;;;;91;;;1;2;2;;;315;2;2010;2;;850;;2;2;23.6.2014 9:12;2;;5501;1;SEU125;NOF;27.8382498026528
440089;5;4;;5;;5;5;5;;5;5;5;5;5;5;5;;;;;;;;;;;4;4;2;2;;;;;;;;5;2;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1964;2;;1;;;;;;;92;;;1;1;2;;;451;2;2010;2;;1122;;2;2;23.6.2014 8:51;2;;5501;1;SEU108;HELB;9.78268449532749
440090;5;;;4;;4;5;4;;4;5;5;4;4;5;4;;;;;;;;;;;5;4;2;1;;;;;;;;4;1;;2;;;;;;;;1;;;;;;;;;;;;;;1;;;;;1;1991;2;;;;1;;;;;49;;;1;2;2;;;315;2;2010;2;;850;;2;2;23.6.2014 9:12;2;;5501;1;SEU125;NOF;27.8382498026528
440091;4;2;;4;;4;4;4;;4;5;3;3;4;4;4;;;;;;;;;;;4;3;2;4;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;1996;2;;;;1;;;;;92;;;1;1;2;;;315;2;2010;2;;850;;2;2;23.6.2014 9:12;2;;5501;1;SEU125;NOF;27.8382498026528
440092;4;4;;3;;3;3;4;;3;5;5;4;4;5;5;;;;;;;;;;;3;3;;;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1969;1;1;;;;;;;;49;;;1;3;2;;;315;2;2010;2;;850;;2;2;23.6.2014 9:12;2;;5501;1;SEU125;NOF;27.8382498026528
440093;5;5;;5;;4;5;4;;5;5;5;5;5;5;4;;;;;;;;;;;5;5;1;4;;;;;;;;5;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1985;2;1;;;;;;;;91;;;2;3;2;;;315;2;2010;2;;850;;2;2;23.6.2014 9:12;2;;5501;1;SEU125;NOF;27.8382498026528
440094;4;4;;4;;4;4;4;;4;5;5;5;5;5;5;;;;;;;;;;;4;4;2;2;;;;;;;;4;4;;1;;;;;;;;;1;;;;;;;;;;;;;1;;;;;2;1972;2;;;1;;;;;;49;;;3;4;2;;;111;2;2010;1;;1203;;1;2;23.6.2014 11:12;2;;5501;1;SEU5;VEO;19.3804233040924
440095;3;;;3;;5;4;3;;3;5;5;4;;5;5;;;;;;;;;;;4;4;1;1;;;;;;;;5;2;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1961;2;;;1;;;;;;91;;;1;2;2;;;415;2;2010;1;;949;;2;1;23.6.2014 8:04;2;;5501;1;SEU108;HELB;4.36857775576833
440096;4;4;;5;;5;5;5;;4;4;5;4;5;5;4;;;;;;;;;;;5;3;1;1;;;;;;;;4;1;;2;;;;;;;1;;;;;;;;;;;;;1;;;;;;;2;1996;2;;;;1;;;;;92;;;1;1;2;;;451;2;2010;2;;1122;;2;2;23.6.2014 8:51;2;;5501;1;SEU108;HELB;9.78268449532749
440097;4;;;3;;;4;4;;;5;4;3;4;5;4;;;;;;;;;;;5;5;1;1;;;;;;;;4;3;;2;;;;;;1;;;;;;;;;;;;;;;1;;;;;;2;1977;2;1;;;;;;;;92;;;1;1;2;;;451;2;2010;2;;1122;;2;2;23.6.2014 8:51;2;;5501;1;SEU108;HELB;9.78268449532749
440098;4;3;;4;;3;2;4;;4;5;4;5;3;3;3;;;;;;;;;;;4;4;2;2;;;;;;;;3;1;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1998;2;;;;1;;;;;92;;;1;1;2;;;451;2;2010;2;;1122;;2;2;23.6.2014 8:51;2;;5501;1;SEU108;HELB;9.78268449532749
440099;4;4;;4;;3;3;;;4;5;3;4;5;5;2;;;;;;;;;;;5;5;1;1;;;;;;;;4;1;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1999;2;1;;;;;;;;92;;;1;1;2;;;451;2;2010;2;;1122;;2;2;23.6.2014 8:51;2;;5501;1;SEU108;HELB;9.78268449532749
440100;5;;;5;;4;4;5;;5;5;5;5;5;5;5;;;;;;;;;;;4;4;1;;;;;;;;;4;2;;1;;;;;;1;;;;;;;;;;;;;;;;1;;;;;1;1964;2;;;1;;;;;;92;;;2;4;2;;;451;2;2010;2;;1122;;2;2;23.6.2014 8:51;2;;5501;1;SEU108;HELB;9.78268449532749
440101;3;4;;3;;2;4;4;;3;5;3;4;3;5;3;;;;;;;;;;;4;4;1;1;;;;;;;;3;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1985;2;;1;;;;;;;91;;;1;1;2;;;415;2;2010;1;;949;;2;1;23.6.2014 8:04;2;;5501;1;SEU108;HELB;4.36857775576833
440102;3;5;;4;;3;3;4;;4;5;5;4;4;5;3;;;;;;;;;;;5;4;;;;;;;;;;3;1;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1994;2;1;;;;;;;;91;;;1;1;2;;;435;2;2010;1;;870;;2;1;23.6.2014 7:17;2;;5501;1;SEU125;NOF;2.29457314227896
440103;4;5;;4;;4;4;4;;5;5;5;5;5;5;4;;;;;;;;;;;5;5;2;3;;;;;;;;3;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1982;2;;1;;;;;;;91;;;2;2;2;;;415;2;2010;1;;949;;2;1;23.6.2014 8:04;2;;5501;1;SEU108;HELB;4.36857775576833
440104;3;3;;3;;4;4;4;;4;5;4;5;4;5;4;;;;;;;;;;;4;4;1;1;;;;;;;;3;2;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1983;2;1;;;;;;;;91;;;1;1;2;;;415;2;2010;1;;949;;2;1;23.6.2014 8:04;2;;5501;1;SEU108;HELB;4.36857775576833
440105;;;;4;;4;2;3;;4;5;4;4;4;4;3;;;;;;;;;;;4;3;2;2;;;;;;;;4;4;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1996;2;;;;1;;;;;91;;;1;1;2;;;415;2;2010;1;;949;;2;1;23.6.2014 8:04;2;;5501;1;SEU108;HELB;4.36857775576833
440106;3;2;;5;;5;4;;;2;5;3;2;;5;1;;;;;;;;;;;4;3;4;4;;;;;;;;3;1;;3;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1964;2;;;1;;;;;;91;;;3;3;2;;;415;2;2010;1;;949;;2;1;23.6.2014 8:04;2;;5501;1;SEU108;HELB;4.36857775576833
440107;;;;4;;4;5;5;;4;5;5;5;5;5;5;;;;;;;;;;;5;3;1;1;;;;;;;;4;1;;1;;;;;;1;;;;;;;;;;;;;;;1;;;;;;1;1986;2;1;;;1;;;;;91;;;1;1;2;;;435;2;2010;1;;870;;2;1;23.6.2014 7:17;2;;5501;1;SEU125;NOF;2.29457314227896
440108;3;3;;3;;4;1;1;;2;5;4;3;;5;4;;;;;;;;;;;4;4;;;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1976;2;;;1;;;;;;;;;1;1;2;;;435;2;2010;1;;870;;2;1;23.6.2014 7:17;2;;5501;1;SEU125;NOF;2.29457314227896
440109;4;4;;4;;5;5;4;;5;5;5;4;;5;5;;;;;;;;;;;5;4;2;2;;;;;;;;4;1;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1956;2;;1;;;;;;;92;;;2;2;2;;;363;2;2010;2;;728;;2;1;23.6.2014 6:55;2;;5501;1;SEU152;HELB;12.8082323099913
440110;5;5;;5;;4;5;5;;5;5;5;5;4;5;5;;;;;;;;;;;4;4;2;2;;;;;;;;5;1;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1990;2;1;;;;;;;;91;;;1;1;2;;;435;2;2010;1;;870;;2;1;23.6.2014 7:17;2;;5501;1;SEU125;NOF;2.29457314227896
440111;4;4;;4;;4;5;5;;5;5;5;5;5;5;5;;;;;;;;;;;5;5;1;1;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1991;2;;;;1;;;;;91;;;1;1;2;;;435;2;2010;1;;870;;2;1;23.6.2014 7:17;2;;5501;1;SEU125;NOF;2.29457314227896
440113;4;4;;4;;2;4;3;;4;5;5;3;4;5;2;;;;;;;;;;;5;4;2;2;;;;;;;;4;1;;1;;;;;;1;;;;;;;;;;;;;;1;;;;;;;2;1971;2;;1;;;;;;;91;;;1;2;2;;;435;2;2010;1;;870;;2;1;23.6.2014 7:17;2;;5501;1;SEU125;NOF;2.29457314227896
440114;3;;;4;;4;4;4;;4;;5;5;5;4;5;;;;;;;;;;;3;4;2;3;;;;;;;;4;1;;2;;;;;;1;;;;;;;;;;;;;;1;;;;;;;1;1991;2;1;;;1;;;;;49;;;2;2;2;;;147;2;2010;1;;328;;1;1;19.6.2014 17:50;2;;5501;1;SEU10;VEO;40.2620666763659
